ORGANIZATION_ETXT,NSM_CD,NOTE_ETXT,NOTES_FTXT,PSTREET,PCITY,PPROVINCE,PPOSTAL,PCOUNTRY,MSTREET,MCITY,MPROVINCE,MPOSTAL,MCOUNTRY,CLASS_TYPE_ETXT,CLASS_ETXT,CLASS_TYPE_FTXT,CLASS_FTXT
CAMIONS HELIE (2003) INC.,X35,,,"1080, Chemin des Prairies",Joliette,Quebec,J6E 3Z1,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
CAMIONS HELIE (2003) INC.,X35,,,"1080, Chemin des Prairies",Joliette,Quebec,J6E 3Z1,CANADA,,,,,,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
CCS Corporation d.b.a. Concord Well Servicing,W43,,,"#30, 53016 Hwy# 60",Acheson,Alberta,T7X 5A7,CANADA,"Burbank Industrial Park Box 1628, 27121-13 Hwy 597",Acheson,Alberta,T0M 0J0,CANADA,Truck Body,Truck OEM (>= 4536 kg),Camion,Camion (>= 4536 kg)
CENTRE DE GESTION DE L'EQUIPEMENT ROULANT (CGER),U48,,,"236, rue St-Calixte",Plessisville,Quebec,G6L 1S2,CANADA,1170 Boulevard Lebourgneuf,Plessisville,Quebec,G1S 2W3,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
CENTRE DE R??PARATION HYDRAULIQUE HYDREP INC.,Z70,,,rue de L'??nergie,Jonqui??re,Quebec,G7X 9H3,CANADA,,,,,,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
CFO Calgary Fleet Outfitters & Supply Inc.,U20,,,"#Bay 101, 4528 - 6A Street North East",Calgary,Alberta,T2E 4B3,CANADA,Suite 300 - 8120 Beddingtom Blvd. N.W.,Calgary,Alberta,T2E 4B3,CANADA,Truck Body,Shelf and Partition installer,Camion,Installateur de tablette et s??paration
CFO Calgary Fleet Outfitters & Supply Inc.,U20,,,"#Bay 101, 4528 - 6A Street North East",Calgary,Alberta,T2E 4B3,CANADA,Suite 300 - 8120 Beddingtom Blvd. N.W.,Calgary,Alberta,T2E 4B3,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
CITY WRECKER MFG SERVICE INC.,98,,,161 Deerhide Crescent Unit #3,Toronta,Ontario,M9M 2Z2,CANADA,161 Deerhide Crescent Unit #3,Toronta,Ontario,M9M 2Z2,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
CITY WRECKER MFG SERVICE INC.,98,,,161 Deerhide Crescent Unit #3,Toronta,Ontario,M9M 2Z2,CANADA,161 Deerhide Crescent Unit #3,Toronta,Ontario,M9M 2Z2,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
CITY WRECKER MFG SERVICE INC.,98,,,161 Deerhide Crescent Unit #3,Toronta,Ontario,M9M 2Z2,CANADA,161 Deerhide Crescent Unit #3,Toronta,Ontario,M9M 2Z2,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
CJAY Trailers Inc.,R62,,,P.O. Box 938,Moose Jaw,Saskatchewan,S6H 4P6,CANADA,P.O. Box 938,Moose Jaw,Saskatchewan,S6H 4P6,CANADA,Trailer,Trailer - Cargo [Standard],Remorque,Remorque Cargo [standard]
CJC 2000 Inc.,G09,trailers manufactured are CMVSS 223 exempt,Les remorques fabriqu??es sont exemptes de NSVAC 223.,"680, Rue Des C??dres",Sainte-Eulalie,Quebec,G0Z 1E0,CANADA,"680, Rue Des C??dres",Sainte-Eulalie,Quebec,G0Z 1E0,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
CJC 2000 Inc.,G09,trailers manufactured are CMVSS 223 exempt,Les remorques fabriqu??es sont exemptes de NSVAC 223.,"680, Rue Des C??dres",Sainte-Eulalie,Quebec,G0Z 1E0,CANADA,"680, Rue Des C??dres",Sainte-Eulalie,Quebec,G0Z 1E0,CANADA,Trailer,Trailer - Pole [Air],Remorque,"Remorque a charge longue, [frein a air]"
CJC 2000 Inc.,G09,trailers manufactured are CMVSS 223 exempt,Les remorques fabriqu??es sont exemptes de NSVAC 223.,"680, Rue Des C??dres",Sainte-Eulalie,Quebec,G0Z 1E0,CANADA,"680, Rue Des C??dres",Sainte-Eulalie,Quebec,G0Z 1E0,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
CLYDE COOPER ENTERPRISES LIMITED,Y19,,,732 Old Sackville Road,Lower Sackville,Nova Scotia,B4C 2K3,CANADA,732 Old Sackville Road,Lower Sackville,Nova Scotia,B4C 2K3,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
CLYDE COOPER ENTERPRISES LIMITED,Y19,,,732 Old Sackville Road,Lower Sackville,Nova Scotia,B4C 2K3,CANADA,732 Old Sackville Road,Lower Sackville,Nova Scotia,B4C 2K3,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
CLYDE COOPER ENTERPRISES LIMITED,Y19,,,732 Old Sackville Road,Lower Sackville,Nova Scotia,B4C 2K3,CANADA,732 Old Sackville Road,Lower Sackville,Nova Scotia,B4C 2K3,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
COIL SOLUTIONS INC.,Z39,,,3024 49 Avenue S.E.,Calgary,Alberta,T2B 2X4,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
COMET WELDING LTD.,X21,,,5604 Len Thomson Drive,Lacombe,Alberta,T4L 1X4,CANADA,PO BOX 5933,Lacombe,Alberta,T4L 1X4,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
COMET WELDING LTD.,X21,,,5604 Len Thomson Drive,Lacombe,Alberta,T4L 1X4,CANADA,PO BOX 5933,Lacombe,Alberta,T4L 1X4,CANADA,Trailer,"Trailer - Portable equip, construction/other (Air)",Remorque,"??quipement portatif, construction/autre (air)"
COMET WELDING LTD.,X21,,,5604 Len Thomson Drive,Lacombe,Alberta,T4L 1X4,CANADA,PO BOX 5933,Lacombe,Alberta,T4L 1X4,CANADA,Trailer,Trailer [Air],Remorque,Remorque [Freins ?ÿ air]
COMET WELDING LTD.,X21,,,5604 Len Thomson Drive,Lacombe,Alberta,T4L 1X4,CANADA,PO BOX 5933,Lacombe,Alberta,T4L 1X4,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
COMET WELDING LTD.,X21,,,5604 Len Thomson Drive,Lacombe,Alberta,T4L 1X4,CANADA,PO BOX 5933,Lacombe,Alberta,T4L 1X4,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
CONTINENTAL RAILWORKS TECHNOLOGY I INC.,J53,,,Rue V??rit??,St. Laurent,Quebec,H4S 1C5,CANADA,2660 Sabourin,St. Laurent,Quebec,H4S 1M2,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
CTS Automotive Truck Repair Ltd,R73,,,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
CTS Automotive Truck Repair Ltd,R73,,,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,Incomplete Vehicle,Intermediate Stage -- GA/GVWR increase,Incomplete Vehicle - not translated,Intermediate Stage -- GA/GVWR increase (not translated)
CTS Automotive Truck Repair Ltd,R73,,,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
CTS Automotive Truck Repair Ltd,R73,,,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
CTS Automotive Truck Repair Ltd,R73,,,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,Truck Body,Final Stage - GA/GVWR increases,Camion,Fab. Finale - Augmentations du PNBE/PNBV
CTS Automotive Truck Repair Ltd,R73,,,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
CTS Automotive Truck Repair Ltd,R73,,,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
CTS Automotive Truck Repair Ltd,R73,,,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,Truck Body,Vehicle Alterer - Wheelbase alterations,Camion,Modificateur de v??hicule - Modifications d'empattement
CTS Automotive Truck Repair Ltd,R73,,,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,40 Automatic Road,Brampton,Ontario,L6S 5N8,CANADA,Truck Body,Vehicle Alterer GA/GVWR increases,Camion,Modificateur de v??hicule - augmentation du PNBE/PNBV
CVA CANADA INC.,Z77,,,CHILES INDUSTRIAL PARK 39015 HWY 2A,Red Deer County,Alberta,T4S 2A3,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
CW Manufacturing Ltd.,Z26,,,Range Road 264,ACHESON,Alberta,T7X 5A5,CANADA,,,,,,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
CW Manufacturing Ltd.,Z26,,,Range Road 264,ACHESON,Alberta,T7X 5A5,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
CW Manufacturing Ltd.,Z26,,,Range Road 264,ACHESON,Alberta,T7X 5A5,CANADA,,,,,,Truck Body,Intermediate Stage - Body and Equipment,Camion,Fab. Intermediarie - Carrosseries et ??quipements
CW Manufacturing Ltd.,Z26,,,Range Road 264,ACHESON,Alberta,T7X 5A5,CANADA,,,,,,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
Cadman Power Equipment Limited,R30,,,38 Main St.,Courtland,Ontario,N0J 1E0,CANADA,38 Main St.,Courtland,Ontario,N0J 1E0,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Calco Equipment (BC) Ltd - (Edmonton),K63,,,8803 - 60th Ave,Edmonton,Alberta,T6E 6L9,CANADA,8803 - 60th Ave,Edmonton,Alberta,T6E 6L9,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Calco Equipment (BC) Ltd - (Edmonton),K63,,,8803 - 60th Ave,Edmonton,Alberta,T6E 6L9,CANADA,8803 - 60th Ave,Edmonton,Alberta,T6E 6L9,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Calco Equipment (BC) Ltd. (Delta),K63,,,866 Derwent Way,Delta,British Columbia,V3M 5R1,CANADA,866 Derwent Way,Delta,British Columbia,V3M 5R1,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Calco Equipment (BC) Ltd. (Delta),K63,,,866 Derwent Way,Delta,British Columbia,V3M 5R1,CANADA,866 Derwent Way,Delta,British Columbia,V3M 5R1,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Calgary Aluminum Fabricating & Distributing Ltd.,M42,,,"Bay 5, 3925 Avenue S.E.",Calgary,Alberta,T2C 2E4,CANADA,"Bay 5, 3925 Avenue S.E.",Calgary,Alberta,T2C 2E4,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Calgary Box and Hoist Ltd.,Y51,,,415 Monument Place SE,Calgary,Alberta,T2A 1X4,CANADA,,,,,,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Calgary Box and Hoist Ltd.,Y51,,,415 Monument Place SE,Calgary,Alberta,T2A 1X4,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
California Immobilizer Int. Ltd.,U79,,,1951 Wilfert road,Nanaimo,British Columbia,V9S 3H6,CANADA,1951 Wilfert road,Nanaimo,British Columbia,V9S 3H6,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Cam-Concept inc.,W24,,,"126, boul. Notre-Dame",Pont-Rouge,Quebec,G3H 3K7,CANADA,,,,,,Trailer,Trailer - Flat Deck (Standard),Remorque,Remorque plate-forme (standard)
Cam-Concept inc.,W24,,,"126, boul. Notre-Dame",Pont-Rouge,Quebec,G3H 3K7,CANADA,,,,,,Trailer,"Trailer - Portable equip, construction/other (Standard)",Remorque,"??quipement portatif, construction/autre"
Cam-Concept inc.,W24,,,"126, boul. Notre-Dame",Pont-Rouge,Quebec,G3H 3K7,CANADA,,,,,,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Cam-Concept inc.,W24,,,"126, boul. Notre-Dame",Pont-Rouge,Quebec,G3H 3K7,CANADA,,,,,,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Camex Equipment Sales & Rentals Inc.,V31,,,1511 Sparrow Drive,Nisku,Alberta,T9E 8H9,CANADA,1511 Sparrow Drive,Nisku,Alberta,T9E 8H9,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Camion International West Island Inc.,T99,,,6100 Chemin St-Francois,St-Laurent,Quebec,H4S 1B7,CANADA,6100 Chemin St-Francois,St-Laurent,Quebec,H4S 1B7,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Camion International West Island Inc.,T99,,,6100 Chemin St-Francois,St-Laurent,Quebec,H4S 1B7,CANADA,6100 Chemin St-Francois,St-Laurent,Quebec,H4S 1B7,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
Camion International West Island Inc.,T99,,,6100 Chemin St-Francois,St-Laurent,Quebec,H4S 1B7,CANADA,6100 Chemin St-Francois,St-Laurent,Quebec,H4S 1B7,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Camion International West Island Inc.,T99,,,6100 Chemin St-Francois,St-Laurent,Quebec,H4S 1B7,CANADA,6100 Chemin St-Francois,St-Laurent,Quebec,H4S 1B7,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
Camions Carl Thibault inc.,P04,Fire truck,camions incendie,"38, rue Thibault",Pierreville,Quebec,J0G 1J0,CANADA,C.P. 540,Pierreville,Quebec,J0G 1J0,CANADA,Chassis-Cab,Chassis-Cab (>= 4536 kg),Ch?›ssis-cabine,Chassis-cabine (>=4536 kg)
Camions Carl Thibault inc.,P04,Fire truck,camions incendie,"38, rue Thibault",Pierreville,Quebec,J0G 1J0,CANADA,C.P. 540,Pierreville,Quebec,J0G 1J0,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Camions Freightliner M.B. Trois-Rivi??res Lt??e,W01,,,"300, rue Quennville C.P. 759",Trois-Rivi??res,Quebec,G9A 5J9,CANADA,"300, rue Quennville C.P. 759",Trois-Rivi??res,Quebec,G9A 5J9,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Camions Freightliner M.B. Trois-Rivi??res Lt??e,W01,,,"300, rue Quennville C.P. 759",Trois-Rivi??res,Quebec,G9A 5J9,CANADA,"300, rue Quennville C.P. 759",Trois-Rivi??res,Quebec,G9A 5J9,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
Camions Freightliner M.B. Trois-Rivi??res Lt??e,W01,,,"300, rue Quennville C.P. 759",Trois-Rivi??res,Quebec,G9A 5J9,CANADA,"300, rue Quennville C.P. 759",Trois-Rivi??res,Quebec,G9A 5J9,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Camions Freightliner M.B. Trois-Rivi??res Lt??e,W01,,,"300, rue Quennville C.P. 759",Trois-Rivi??res,Quebec,G9A 5J9,CANADA,"300, rue Quennville C.P. 759",Trois-Rivi??res,Quebec,G9A 5J9,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
Camions Freightliner M.B. Trois-Rivi??res Lt??e,W01,,,"300, rue Quennville C.P. 759",Trois-Rivi??res,Quebec,G9A 5J9,CANADA,"300, rue Quennville C.P. 759",Trois-Rivi??res,Quebec,G9A 5J9,CANADA,Truck Body,Vehicle Alterer  - Body and Equipment,Camion,Modificateur de v??hicule -  Installation de carrosseries ou d'??quipements
Camions Freightliner M.B. Trois-Rivi??res Lt??e,W01,,,"300, rue Quennville C.P. 759",Trois-Rivi??res,Quebec,G9A 5J9,CANADA,"300, rue Quennville C.P. 759",Trois-Rivi??res,Quebec,G9A 5J9,CANADA,Truck Body,Vehicle Alterer - Wheelbase alterations,Camion,Modificateur de v??hicule - Modifications d'empattement
Camions Freightliner Quebec Inc.,U92,,,2380 Rue Dalton,Ste-Foy,Quebec,G1P 3X1,CANADA,2380 Rue Dalton,Ste-Foy,Quebec,N/A,CANADA,Chassis-Cab,Miscellaneous Chassis-Cab,Ch?›ssis-cabine,Autre chassis-cabine
Camions Freightliner Quebec Inc.,U92,,,2380 Rue Dalton,Ste-Foy,Quebec,G1P 3X1,CANADA,2380 Rue Dalton,Ste-Foy,Quebec,N/A,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Camions Freightliner Quebec Inc.,U92,,,2380 Rue Dalton,Ste-Foy,Quebec,G1P 3X1,CANADA,2380 Rue Dalton,Ste-Foy,Quebec,N/A,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
Camions Freightliner Quebec Inc.,U92,,,2380 Rue Dalton,Ste-Foy,Quebec,G1P 3X1,CANADA,2380 Rue Dalton,Ste-Foy,Quebec,N/A,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Camions Freightliner Quebec Inc.,U92,,,2380 Rue Dalton,Ste-Foy,Quebec,G1P 3X1,CANADA,2380 Rue Dalton,Ste-Foy,Quebec,N/A,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
Camions Freightliner et Sterling Drummondville Inc,T21,,,5770 Place Kubota,Drummondville,Quebec,J2B 6V4,CANADA,5770 Place Kubota,Drummondville,Quebec,J2B 6V4,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Camions Freightliner et Sterling Drummondville Inc,T21,,,5770 Place Kubota,Drummondville,Quebec,J2B 6V4,CANADA,5770 Place Kubota,Drummondville,Quebec,J2B 6V4,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
Camions Freightliner et Sterling Drummondville Inc,T21,,,5770 Place Kubota,Drummondville,Quebec,J2B 6V4,CANADA,5770 Place Kubota,Drummondville,Quebec,J2B 6V4,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Camions Freightliner et Sterling Drummondville Inc,T21,,,5770 Place Kubota,Drummondville,Quebec,J2B 6V4,CANADA,5770 Place Kubota,Drummondville,Quebec,J2B 6V4,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
Camions Inter-Anjou Inc.,T88,,,8300 Edison,Anjou,Quebec,H1J 1S8,CANADA,8300 Edison,Anjou,Quebec,H1J 1S8,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Camions Inter-Anjou Inc.,T88,,,8300 Edison,Anjou,Quebec,H1J 1S8,CANADA,8300 Edison,Anjou,Quebec,H1J 1S8,CANADA,Incomplete Vehicle,Intermediate Stage -- GA/GVWR increase,Incomplete Vehicle - not translated,Intermediate Stage -- GA/GVWR increase (not translated)
Camions Inter-Anjou Inc.,T88,,,8300 Edison,Anjou,Quebec,H1J 1S8,CANADA,8300 Edison,Anjou,Quebec,H1J 1S8,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
Camions Inter-Anjou Inc.,T88,,,8300 Edison,Anjou,Quebec,H1J 1S8,CANADA,8300 Edison,Anjou,Quebec,H1J 1S8,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Camions Inter-Anjou Inc.,T88,,,8300 Edison,Anjou,Quebec,H1J 1S8,CANADA,8300 Edison,Anjou,Quebec,H1J 1S8,CANADA,Truck Body,Final Stage - GA/GVWR increases,Camion,Fab. Finale - Augmentations du PNBE/PNBV
Camions Inter-Anjou Inc.,T88,,,8300 Edison,Anjou,Quebec,H1J 1S8,CANADA,8300 Edison,Anjou,Quebec,H1J 1S8,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
Camions Inter-Anjou Inc.,T88,,,8300 Edison,Anjou,Quebec,H1J 1S8,CANADA,8300 Edison,Anjou,Quebec,H1J 1S8,CANADA,Truck Body,Vehicle Alterer GA/GVWR increases,Camion,Modificateur de v??hicule - augmentation du PNBE/PNBV
Camions International Elite Ltee,T65,,,265 Rue Etienne-Dubreuil,Vanier,Quebec,G1M 3K6,CANADA,265 Rue Etienne-Dubreuil,Vanier,Quebec,G1M 3K6,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Camions International Elite Ltee,T65,,,265 Rue Etienne-Dubreuil,Vanier,Quebec,G1M 3K6,CANADA,265 Rue Etienne-Dubreuil,Vanier,Quebec,G1M 3K6,CANADA,Incomplete Vehicle,Intermediate Stage -- GA/GVWR increase,Incomplete Vehicle - not translated,Intermediate Stage -- GA/GVWR increase (not translated)
Camions International Elite Ltee,T65,,,265 Rue Etienne-Dubreuil,Vanier,Quebec,G1M 3K6,CANADA,265 Rue Etienne-Dubreuil,Vanier,Quebec,G1M 3K6,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
Camions International Elite Ltee,T65,,,265 Rue Etienne-Dubreuil,Vanier,Quebec,G1M 3K6,CANADA,265 Rue Etienne-Dubreuil,Vanier,Quebec,G1M 3K6,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Camions International Elite Ltee,T65,,,265 Rue Etienne-Dubreuil,Vanier,Quebec,G1M 3K6,CANADA,265 Rue Etienne-Dubreuil,Vanier,Quebec,G1M 3K6,CANADA,Truck Body,Final Stage - GA/GVWR increases,Camion,Fab. Finale - Augmentations du PNBE/PNBV
Camions International Elite Ltee,T65,,,265 Rue Etienne-Dubreuil,Vanier,Quebec,G1M 3K6,CANADA,265 Rue Etienne-Dubreuil,Vanier,Quebec,G1M 3K6,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
Camions International Elite Ltee,T65,,,265 Rue Etienne-Dubreuil,Vanier,Quebec,G1M 3K6,CANADA,265 Rue Etienne-Dubreuil,Vanier,Quebec,G1M 3K6,CANADA,Truck Body,Vehicle Alterer GA/GVWR increases,Camion,Modificateur de v??hicule - augmentation du PNBE/PNBV
Camions Sterling Western Star Mauricie Inc.,V77,,,1655 boulevard de Port Royal,B??cancour,Quebec,G9H 1X7,CANADA,1655 boulevard de Port Royal,B??cancour,Quebec,G9H 1X7,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
Camions Sterling Western Star Mauricie Inc.,V77,,,1655 boulevard de Port Royal,B??cancour,Quebec,G9H 1X7,CANADA,1655 boulevard de Port Royal,B??cancour,Quebec,G9H 1X7,CANADA,Incomplete Vehicle,Intermediate Stage -- Wheelbase Alternation,Incomplete Vehicle - not translated,Intermediate Stage -- Wheelbase Alternation (not translated)
Camions Sterling Western Star Mauricie Inc.,V77,,,1655 boulevard de Port Royal,B??cancour,Quebec,G9H 1X7,CANADA,1655 boulevard de Port Royal,B??cancour,Quebec,G9H 1X7,CANADA,Truck Body,Final Stage - Body and Equipment,Camion,Fab. Finale - Carrosseries et ??quipements
Camions Sterling Western Star Mauricie Inc.,V77,,,1655 boulevard de Port Royal,B??cancour,Quebec,G9H 1X7,CANADA,1655 boulevard de Port Royal,B??cancour,Quebec,G9H 1X7,CANADA,Truck Body,Final Stage - Wheelbase Alterations,Camion,Fab. Finale - Modifications d'empattement
Camrose Machine & Welding Ltd.,2,,,5013 48th Street,Camrose,Alberta,T4V 1L9,CANADA,5013 48th Street,Camrose,Alberta,T4V 1L9,CANADA,Trailer,Trailer - Utility [Standard],Remorque,Remorque utilitaire [standard]
Can Am Cruisers Inc.,I87,,,158 Old Vernon Road,Kelowna,British Columbia,V1X 4R2,CANADA,158 Old Vernon Road,Kelowna,British Columbia,V1X 4R2,CANADA,MPV,MPV / Disabled Access < 10k lbs,V??hicule de tourisme ?ÿ usages multiple,VTUM a acces modifie
Can American Stone Spreader Ltd,X53,,,156 Berryman Ave,St-Catherines,Ontario,L2R 3X1,CANADA,156 Berryman Ave,St-Catherines,Ontario,L2R 3X1,CANADA,Incomplete Vehicle,Intermediate Stage -- Body and Equipment,Incomplete Vehicle - not translated,Intermediate Stage -- Body and Equipment (not translated)
