prj_cd,prd_cd,proj_dsc,proj_dsc_fr,fin_sta,contract_app_dt,off_acc_dt,cond_rep_amt,grant_amt,non_rep_amt,uncond_rep_amt,wd_assistance,oth_fed_amt,prj_costs,region,sup_cd,cln_lnm,cln_lnm_fr,prov_cd,sup_city,multiyrfund
5644,4,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises ,400,3/09/2011,2/24/2006,0,0,545000,0,545000,0,545000,A,462435,Conseil de développement économique de l'Alberta,Conseil de développement économique de l'Alberta ,AB  ,Edmonton,1
5644,3,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises ,400,3/26/2010,2/24/2006,0,0,545000,0,545000,0,545000,A,462435,Conseil de développement économique de l'Alberta,Conseil de développement économique de l'Alberta ,AB  ,Edmonton,1
5650,1,Develop the Okanagan Regional Planning Framework  modeling tool,Mise au point de l'outil de modélisation du cadre de planification régionale de l'Okanagan  ,600,2/09/2006,3/06/2006,0,0,70000,0,70000,50000,400000,B,F02902   ,Okanagan Partnership Society,Okanagan Partnership Society ,BC  ,Kelowna,2
5665,1,Upgrades to POW WOW Grounds,Améliorations au terrain de sports des Premières nations entant que projet de célébration du centenaire  ,600,3/07/2006,5/04/2006,0,0,27781,0,27781,0,27781,S,F05188   ,James Smith Cree Nation,Nation crie de James Smith  ,SK  ,Melfort,1
5670,1," Hire and train at-risk youth, Aboriginals and chronically unemployed in Vancouver","Embauche et formation de jeunes à risque, d'Autochtones et de chômeurs chroniques à Vancouver",600,2/21/2006,3/14/2006,64860,0,0,0,64860,0,98600,B,F02204   ,Tradeworks Training Society,Tradeworks Training Society ,BC  ,Vancouver,1
5673,1,Support for 2006 Pan Canadian Community Futures Conference,Appui à la Conférence pancanadienne des Sociétés d'aide au développement des collectivités de 2006  ,600,1/13/2006,1/30/2006,0,0,310000,0,310000,45000,713395,B,457416,Community Futures Development Association of B.C.,Association des sociétés d'aide au développement des collectivités de la C.-B.  ,BC  ,Mission,2
5680,1,Establish a Mining Industry Visitor/Interpretive Centre,Mettre sur pied un centre d'interprétation de l'industrie minière et une promenade de la durabilité.  ,600,2/09/2007,3/08/2007,0,0,5000000,0,5000000,0,7964034,B,F06760   ,Britannia Beach Historical Society and Britannia Development Corporation,La Britannia Beach Historical Society et la Britannia Development Corporation  ,BC  ,Britannia Beach,4
5682,1,Establish a Centre of Excellence for Oil and Gas Industry Training,Mise sur pied du Centre d'excellence pour la formation de l' industrie pétrolière et gazière,600,5/24/2006,5/31/2006,0,0,800000,0,800000,0,6080000,B,444794,Northern Lights College,Collège Northern Lights  ,BC  ,Dawson Creek,1
5683,1,Develop online campus for francophone community,Campus en ligne pour la communauté francophone  ,600,7/05/2006,7/17/2006,0,0,639638,0,639638,0,1790397,B,F04815   ,College Educacentre College,Collège Educacentre  ,BC  ,Vancouver,2
5684,1,To develop a proposal for high performance grid computing infrastructure,Élaboration d'un projet d'infrastructure de calcul distribué de haute performance,600,3/24/2006,3/30/2006,0,0,55718,0,55718,0,114594,A,465103,The Governors of the University of Alberta,Conseil des gouverneurs de l'Université de l'Alberta ,AB  ,Edmonton,2
5686,1,"Develop and deliver Entrepreneurial School to high-growth, early-stage companies in 2006.",Établissement d'une école d'entrepreneuriat pour les entreprises en démarrage et à forte croissance en 2006  ,600,1/06/2006,1/06/2006,0,0,33651,0,33651,10000,78259,A,F01723   ,Alberta California Venture Channel,Alberta California Venture Channel ,AB  ,Edmonton,2
5692,1,Green Building Post Occupancy Evaluation Project,Projet d'évaluation de la fonctionnalité des bâtiments écologiques  ,600,2/09/2006,3/02/2006,0,0,90000,0,90000,24500,181000,B,F04707   ,EcoSmart Foundation Inc.,EcoSmart Foundation Inc. ,BC  ,Vancouver,1
5705,6,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,2/06/2014,11/17/2005,0,0,975000,0,975000,0,975000,M,456091,Manitoba Women's Enterprise Centre Inc,Centre d'entreprise des femmes du Manitoba inc.  ,MB  ,Winnipeg,2
5705,3,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,3/24/2011,11/17/2005,0,0,975000,0,975000,0,975000,M,456091,Manitoba Women's Enterprise Centre Inc,Centre d'entreprise des femmes du Manitoba inc.  ,MB  ,Winnipeg,1
5705,4,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,3/26/2012,11/17/2005,0,0,975000,0,975000,0,975000,M,456091,Manitoba Women's Enterprise Centre Inc,Centre d'entreprise des femmes du Manitoba inc.  ,MB  ,Winnipeg,1
5705,7,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,2/24/2015,11/17/2005,0,0,2925000,0,2925000,0,2925000,M,456091,Manitoba Women's Enterprise Centre Inc,Centre d'entreprise des femmes du Manitoba inc.  ,MB  ,Winnipeg,4
5705,5,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,3/07/2013,11/17/2005,0,0,975000,0,975000,0,975000,M,456091,Manitoba Women's Enterprise Centre Inc,Centre d'entreprise des femmes du Manitoba inc.  ,MB  ,Winnipeg,2
5705,2,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,3/25/2010,11/17/2005,0,0,975000,0,975000,0,975000,M,456091,Manitoba Women's Enterprise Centre Inc,Centre d'entreprise des femmes du Manitoba inc.  ,MB  ,Winnipeg,1
5707,1,Support an eighteen-month strategic plan for downtown revitalization,Appui au plan stratégique de revitalisation du centre-ville d'une durée de 18 mois,600,3/28/2006,3/29/2006,0,0,40000,0,40000,0,220000,B,80903,City of Victoria,Ville de Victoria ,BC  ,Victoria,1
5711,1,"Support operations, maintenance, and related activities for the Fraser River debris trap","Appuyer les opérations, l'entretien et les activités connexes liées à la grille à débris du fleuve Fraser  ",600,2/09/2006,3/07/2006,0,0,55000,0,55000,105000,548000,B,464578,Fraser Basin Council Society,Fraser Basin Council Society ,BC  ,Vancouver,1
5712,1,Develop French course content for distance learning,Élaborer le contenu de cours de français offerts à distance ,600,11/25/2005,1/13/2006,0,0,858550,0,858550,0,924550,M,454987,Le College Universitaire de Saint-Boniface,Le Collège universitaire de Saint-Boniface ,MB  ,WINNIPEG,4
5720,1,Conduct feasibility study for extraction of compounds from northern trees,Étude de faisabilité sur l'extraction de composés des arbres nordiques  ,600,1/17/2006,2/21/2006,0,0,52535,0,52535,0,105070,S,F05927   ,Creighton Regional Development Corporation,Creighton Regional Development Corporation ,SK  ,Creighton,2
5722,1,Support development of the Renewable Ocean Energy sector in British Columbia,Appuyer le développement du secteur de l'énergie marine renouvelable de la Colombie-Britannique  ,610,1/13/2006,1/27/2006,0,0,66181,0,66181,0,160845,B,434829,The University of British Columbia,Université de la Colombie-Britannique ,BC  ,Vancouver,2
5724,1,Develop a five-day academy to expand grassroots women's particiation in World Urban Forum,Mise sur pied d'un camp de cinq jours afin d'accroître la participation des femmes au Forum urbain mondial  ,600,3/27/2006,4/05/2006,0,0,83491,0,83491,0,138271,B,F05930   ,411 Seniors Centre Society (1977),411 Seniors Centre Society (1977)  ,BC  ,Vancouver,1
5726,1,Okanagan Regional Chemical Analysis Centre,Centre régional d'analyse chimique de l'Okanagan ,600,2/09/2006,3/03/2006,0,0,128018,0,128018,0,372018,B,434829,The University of British Columbia,Université de la Colombie-Britannique ,BC  ,Vancouver,1
5734,1,Support North Cariboo Community Campus Business Plan.,Appui au plan d'activités du North Cariboo Community Campus ,600,1/13/2006,1/25/2006,0,0,25000,0,25000,0,30000,B,457091,Community Futures Development Corporation of North Cariboo,Société d'aide au développement des collectivités de North Cariboo  ,BC  ,Quesnel,1
5741,2,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,3/24/2010,2/20/2006,0,0,975000,0,975000,0,975000,B,456101,Women's Enterprise Centre,Centre de services pour les femmes entrepreneurs ,BC  ,Kelowna,1
5741,6,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,3/07/2013,2/20/2006,0,0,975000,0,975000,0,975000,B,456101,Women's Enterprise Centre,Centre de services pour les femmes entrepreneurs ,BC  ,Kelowna,1
5741,3,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,3/25/2011,2/20/2006,0,0,975000,0,975000,0,975000,B,456101,Women's Enterprise Centre,Centre de services pour les femmes entrepreneurs ,BC  ,Kelowna,1
5741,4,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,1/19/2012,2/20/2006,0,0,975000,0,975000,0,975000,B,456101,Women's Enterprise Centre,Centre de services pour les femmes entrepreneurs ,BC  ,Kelowna,1
5741,8,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,3/10/2015,2/20/2006,0,0,2925000,0,2925000,0,2925000,B,456101,Women's Enterprise Centre,Centre de services pour les femmes entrepreneurs ,BC  ,Kelowna,3
5741,1,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,11/24/2005,2/20/2006,0,0,3910000,0,3910000,0,3910000,B,456101,Women's Enterprise Centre,Centre de services pour les femmes entrepreneurs ,BC  ,Kelowna,4
5741,7,Support operational funding for business services to assist women entrepreneurs and SMEs,Fonds d'exploitation pour soutenir les services aux entreprises destinés aux femmes entrepreneurs et aux PME  ,400,2/06/2014,2/20/2006,0,0,975000,0,975000,0,975000,B,456101,Women's Enterprise Centre,Centre de services pour les femmes entrepreneurs ,BC  ,Kelowna,1
5752,1,Support planning and design for a Regional Mountain Sports Training Centre of Excellence,Planification et conception d'un centre régional de formation en excellence pour les sports de montagne  ,600,2/09/2006,3/06/2006,0,0,100000,0,100000,0,150367,B,F05946   ,Vancouver Island Mountain Sports Society,Vancouver Island Mountain Sports Society ,BC  ,Courtenay,2
5753,1,Assess business climate and develop an action plan to attract and retain investments,Évaluation du climat commercial et élaboration d'un plan d'action pour attirer et retenir les investissements  ,600,12/19/2005,1/06/2006,0,0,25000,0,25000,0,32500,B,457083,Community Futures Development Corporation of Central Kootenay,Société d'aide au développement des collectivités de Central Kootenay  ,BC  ,Nelson,1
5759,1,Create workshops for Francophones on procurement opportunities related to 2010 Olympics,Création d'ateliers pour les francophones sur les occasions de marchés apportées par les Jeux olympiques de 2010  ,600,4/04/2006,4/13/2006,0,0,25653,0,25653,0,25653,B,462685,La Societe de developpement economique de la Colombie-Britannique,La Société de développement économique de la Colombie-Britannique  ,BC  ,Vancouver,1
5760,1,2010 Business Opportunity Workshops,Ateliers sur les débouchés engendrés par les Jeux olympiques ,600,1/13/2006,2/03/2006,0,0,26256,0,26256,0,36232,B,459150,Business Link Business Service Centre,Liaison Entreprise - Centre de services aux entreprises ,AB  ,Edmonton,1
5763,1,Promote BC Cruise Industry to international markets,Promotion de l'industrie des navires de croisière de la C.- B. sur les marchés internationaux,600,3/21/2006,3/27/2006,0,0,64506,0,64506,25000,150506,B,102447,Cruise Industry Association of B.C.,Cruise Industry Association of B.C. ,BC  ,Vancouver,1
5767,1,To support implementation of Immigrant Access Fund pilot project.,Mise en oeuvre du projet pilote du Fonds d'accès pour les im ,600,3/10/2006,3/17/2006,0,0,400000,0,400000,0,1573553,A,F05960   ,Immigrant Access Fund Society of Alberta,Immigrant Access Fund Society of Alberta ,AB  ,Calgary,4
5772,3,Support operational funding for community economic development and business services,Fonds d'exploitation pour soutenir le développement économique communautaire et les services aux entreprises ,480,3/28/2011,1/25/2006,0,0,545000,0,545000,0,545000,M,F04360   ,Le Conseil de développement économique des municipalités bilingues du Manitoba,Le Conseil de développement économique des municipalités bilingues du Manitoba  ,MB  ,Winnipeg,1
