Licence number,Licence Type,Status,Date licence issued,Date licence expires,Vehicle Type,Vehicle Registration Number,Vehicle Colour,Operator/Association
234,Hackney Carriage Vehicle,Licence Issued,16/04/15 0:00,15/04/16 0:00,Skoda Octavia,ML08EPY,B/W,Streamline/Telecabs
235,Hackney Carriage Vehicle,Licence Issued,26/11/14 0:00,25/11/15 0:00,Volkswagen Passat,SA04RAZ,BLACK/WHITE,City Cabs
236,Hackney Carriage Vehicle,Licence Issued,6/11/15 0:00,5/11/16 0:00,Toyota Avensis,FD11SVU,WHITE,Eurocabs
237,Hackney Carriage Vehicle,Licence Issued,30/09/15 0:00,29/09/16 0:00,Toyota Avensis,FP11UVU,B/W,City Cabs
238,Hackney Carriage Vehicle,Licence Issued,17/06/15 0:00,16/06/16 0:00,Volkswagen Passat,NL12WMJ,B/w,City Cabs
239,Hackney Carriage Vehicle,Licence Issued,27/07/15 0:00,26/07/16 0:00,Toyota Avensis,GP08BVO,B/W,Streamline/Telecabs
24,Hackney Carriage Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Volkswagen Passat,GJ55FBC,B/W,City Cabs
241,Hackney Carriage Vehicle,Licence Issued,19/02/15 0:00,18/02/16 0:00,Skoda Octavia,YH60JYB,BLACK/WHITE,Independent Hackney Carriage
242,Hackney Carriage Vehicle,Licence Issued,20/03/15 0:00,19/03/16 0:00,Toyota Avensis,A8KRM,B/W,Independent City Taxis
243,Hackney Carriage Vehicle,Licence Issued,1/10/15 0:00,30/09/16 0:00,Honda Accord,BP07AHD,BLACK/WHITE,Eurocabs
244,Hackney Carriage Vehicle,Licence Issued,18/09/15 0:00,17/09/16 0:00,Toyota Avensis,FP62RHZ,B&W,Streamline/Telecabs
245,Hackney Carriage Vehicle,Licence Suspended,1/04/15 0:00,31/03/16 0:00,Toyota Avensis,LM57BYH,B & W,Streamline/Telecabs
246,Hackney Carriage Vehicle,Licence Issued,5/10/15 0:00,4/10/16 0:00,Vauxhall Vectra,FB57FLG,B/W,City Cabs
247,Hackney Carriage Vehicle,Licence Issued,2/10/15 0:00,1/10/16 0:00,Vauxhall Insignia,WV09OBA,GREY,Streamline/Telecabs
248,Hackney Carriage Vehicle,Licence Issued,3/12/14 0:00,2/12/15 0:00,Ford Mondeo,CE60YSN,BLACK&WHITE,City Cabs
249,Hackney Carriage Vehicle,Licence Issued,18/07/15 0:00,17/07/16 0:00,Toyota Avensis,FN09WYX,B & W,City Cabs
25,Hackney Carriage Vehicle,Licence Issued,5/08/15 0:00,4/08/16 0:00,Toyota Prius,YA10GZD,B/W,Independent Hackney Carriage
250,Hackney Carriage Vehicle,Licence Issued,26/03/15 0:00,25/03/16 0:00,Toyota Avensis,SA12UAY,B&W,Eurocabs
252,Hackney Carriage Vehicle,Licence Issued,11/03/15 0:00,10/03/16 0:00,Toyota Avensis,YUS17F,B/W,Streamline/Telecabs
253,Hackney Carriage Vehicle,Licence Issued,28/01/15 0:00,27/01/16 0:00,Skoda Octavia,SV11NKK,BW,City Cabs
254,Hackney Carriage Vehicle,Licence Issued,28/10/15 0:00,27/10/16 0:00,Skoda Octavia,EF62VTD,WHITE,Streamline/Telecabs
255,Hackney Carriage Vehicle,Licence Issued,6/03/15 0:00,5/03/16 0:00,Toyota Avensis,BN59BGX,B&W,Streamline/Telecabs
256,Hackney Carriage Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Skoda Octavia,B4TUO,BLACK/WHITE,Independent City Taxis
257,Hackney Carriage Vehicle,Licence Issued,11/09/15 0:00,10/09/16 0:00,Vauxhall Vectra,DV58TNF,B/W,Eurocabs
258,Hackney Carriage Vehicle,Licence Issued,19/11/15 0:00,18/11/16 0:00,Volkswagen Passat,DE10OCW,BLACK/WHITE,Streamline/Telecabs
259,Hackney Carriage Vehicle,Licence Issued,4/07/15 0:00,3/07/16 0:00,Toyota Avensis,PX57UZD,BLACK/WHITE,Station Taxis
26,Hackney Carriage Vehicle,Licence Issued,1/08/15 0:00,31/07/16 0:00,Toyota Avensis,FY09ZCU,B/W,Eurocabs
260,Hackney Carriage Vehicle,Licence Issued,15/05/15 0:00,14/05/16 0:00,Toyota Avensis,RO56HHJ,B/W,Eurocabs
261,Hackney Carriage Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Toyota Avensis,FG56MWD,B & W,City Cabs
262,Hackney Carriage Vehicle,Licence Issued,29/06/15 0:00,28/06/16 0:00,Honda Accord,G12JAR,Black/White,Streamline/Telecabs
263,Hackney Carriage Vehicle,Licence Issued,23/10/15 0:00,22/10/16 0:00,Peugeot Partner Combi,SF12OKR,WHITE,Eurocabs
264,Hackney Carriage Vehicle,Licence Issued,1/08/15 0:00,31/07/16 0:00,Peugeot Premier,SF11NFG,B&W,Station Taxis
265,Hackney Carriage Vehicle,Licence Issued,7/09/15 0:00,6/09/16 0:00,Peugeot Premier,SF62AKZ,BLACK/WHITE,Independent City Taxis
266,Hackney Carriage Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Peugeot E7,SD08UVN,B/W,City Cabs
267,Hackney Carriage Vehicle,Licence Issued,18/03/15 0:00,17/03/16 0:00,Peugeot Premier,SF13AGV,B/W,Streamline/Telecabs
268,Hackney Carriage Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,LTI TXII,MK55KTD,B/W,Streamline/Telecabs
269,Hackney Carriage Vehicle,Licence Issued,9/10/15 0:00,8/10/16 0:00,Peugeot Bipper Tepee,SJ62EWU,B/W,Streamline/Telecabs
27,Hackney Carriage Vehicle,Licence Issued,6/09/15 0:00,5/09/16 0:00,Ford Mondeo,FV10GUW,B/W,Independent Hackney Carriage
270,Hackney Carriage Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Peugeot E7,SJ07LYG,B/W,Streamline/Telecabs
271,Hackney Carriage Vehicle,Licence Issued,6/02/15 0:00,5/02/16 0:00,Peugeot Partner Combi,SF11BHE,B/W,Eurocabs
272,Hackney Carriage Vehicle,Licence Issued,7/03/15 0:00,6/03/16 0:00,Peugeot Premier,SF13ACO,B/W,Streamline/Telecabs
273,Hackney Carriage Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Fiat TW 200,SF07DKD,B/W,Streamline/Telecabs
274,Hackney Carriage Vehicle,Licence Issued,25/02/15 0:00,24/02/16 0:00,Peugeot Partner Combi,SF12GVY,B&W,Streamline/Telecabs
275,Hackney Carriage Vehicle,Licence Issued,1/10/15 0:00,30/09/16 0:00,Peugeot E7,SD07MYP,B & W,City Cabs
276,Hackney Carriage Vehicle,Licence Issued,13/04/15 0:00,12/04/16 0:00,Fiat TW 200,SF56NWH,B/W,Eurocabs
277,Hackney Carriage Vehicle,Licence Issued,7/11/15 0:00,6/11/16 0:00,Peugeot Premier,SF64EVT,BLACK/WHITE,Streamline/Telecabs
278,Hackney Carriage Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Peugeot E7,SF59LKG,B/W,Eurocabs
279,Hackney Carriage Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Fiat Scudo Panor MPV,SF07DHP,B/W,City Cabs
28,Hackney Carriage Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Toyota Avensis,FH07CMU,BLACK/WHITE,City Cabs
280,Hackney Carriage Vehicle,Licence Issued,11/09/15 0:00,10/09/16 0:00,Peugeot Premier,SF62AXU,B&W,Streamline/Telecabs
281,Hackney Carriage Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Peugeot Partner Combi,SF11FXX,B/W,Streamline/Telecabs
282,Hackney Carriage Vehicle,Licence Issued,17/09/15 0:00,16/09/16 0:00,Peugeot Premier,SF62AJX,BLACK/WHITE,Eurocabs
283,Hackney Carriage Vehicle,Licence Issued,16/04/15 0:00,15/04/16 0:00,Peugeot Premier,SF12AFX,B/W,Streamline/Telecabs
284,Hackney Carriage Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Peugeot E7,SJ07LPL,B & W,Eurocabs
285,Hackney Carriage Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Peugeot Premier,A17RYF,B & W,Independent City Taxis
286,Hackney Carriage Vehicle,Licence Issued,11/04/15 0:00,10/04/16 0:00,Peugeot E7,SF09HXH,B/W,Eurocabs
287,Hackney Carriage Vehicle,Licence Issued,13/02/15 0:00,12/02/16 0:00,Peugeot E7,VA51MMM,B/W,City Cabs
288,Hackney Carriage Vehicle,Licence Issued,4/11/15 0:00,3/11/16 0:00,Peugeot Premier,SD63ENC,BLACK/WHITE,Streamline/Telecabs
289,Hackney Carriage Vehicle,Licence Issued,23/01/15 0:00,22/01/16 0:00,Peugeot Partner Combi,SF60LCX,BLACK/WHITE,Streamline/Telecabs
29,Hackney Carriage Vehicle,Licence Issued,28/08/15 0:00,27/08/16 0:00,Volkswagen Passat,LC11FNT,B/W,Independent Hackney Carriage
290,Hackney Carriage Vehicle,Licence Issued,1/06/15 0:00,31/05/16 0:00,Peugeot E7,SR12WAR,B & W,City Cabs
291,Hackney Carriage Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Peugeot E7,SJ07LPP,B & W,Streamline/Telecabs
292,Hackney Carriage Vehicle,Licence Issued,8/04/15 0:00,7/04/16 0:00,Peugeot G9 E7 Euro,SF15EGU,B/W,City Cabs
293,Hackney Carriage Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Peugeot E7,SJ06KGO,B/W,Streamline/Telecabs
294,Hackney Carriage Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Peugeot E7,TF07BDT,B & W,City Cabs
295,Hackney Carriage Vehicle,Licence Issued,25/09/15 0:00,24/09/16 0:00,Peugeot Partner Combi,SF11BHP,B/W,Streamline/Telecabs
296,Hackney Carriage Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Peugeot E7,SH61EDF,B&W,City Cabs
297,Hackney Carriage Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Peugeot Premier,SF61HBE,B & W,Eurocabs
298,Hackney Carriage Vehicle,Licence Issued,2/11/15 0:00,1/11/16 0:00,Peugeot Bipper Tepee,SF61LSK,B/W,Streamline/Telecabs
299,Hackney Carriage Vehicle,Licence Issued,1/03/15 0:00,28/02/16 0:00,Fiat Doblo,NK09BAU,B & W,Eurocabs
3,Hackney Carriage Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Skoda Octavia,W14EEM,B & W,Independent Hackney Carriage
30,Hackney Carriage Vehicle,Licence Issued,2/02/15 0:00,1/02/16 0:00,Toyota Avensis,YB11KKJ,B & W,Streamline/Telecabs
300,Hackney Carriage Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Peugeot Premier,SF11AKK,Black/White,Streamline/Telecabs
301,Hackney Carriage Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Fiat Scudo Panor MPV,SF07DHO,B&W,Eurocabs
302,Hackney Carriage Vehicle,Licence Issued,1/06/15 0:00,31/05/16 0:00,Peugeot E7,SC08KJA,Black/White,Eurocabs
303,Hackney Carriage Vehicle,Licence Issued,13/04/15 0:00,12/04/16 0:00,Peugeot Premier,SF12LHW,B/W,Eurocabs
304,Hackney Carriage Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Peugeot Partner Combi,SF60HVU,Black/White,Independent City Taxis
305,Hackney Carriage Vehicle,Licence Issued,17/05/15 0:00,16/05/16 0:00,Peugeot Partner Combi,SF11NEO,Black&White,Eurocabs
306,Hackney Carriage Vehicle,Licence Issued,11/02/15 0:00,10/02/16 0:00,Peugeot Partner Combi,SF60JHA,BLACK & WHITE,Station Taxis
307,Hackney Carriage Vehicle,Licence Issued,4/09/15 0:00,3/09/16 0:00,Peugeot Bipper Tepee,SF60BTU,B/White,City Cabs
308,Hackney Carriage Vehicle,Licence Issued,21/09/15 0:00,20/09/16 0:00,Peugeot Premier,A17THR,B/W,City Cabs
309,Hackney Carriage Vehicle,Licence Issued,3/12/14 0:00,2/12/15 0:00,Peugeot Premier,SF60HFX,BLACK/WHITE,Streamline/Telecabs
31,Hackney Carriage Vehicle,Licence Issued,21/09/15 0:00,20/09/16 0:00,Skoda Octavia,NC08KGY,B/W,Streamline/Telecabs
310,Hackney Carriage Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Peugeot E7,SJ07LUA,B & W,Station Taxis
311,Hackney Carriage Vehicle,Licence Issued,5/04/15 0:00,4/04/16 0:00,Peugeot Premier,SF13FSP,B/W,Streamline/Telecabs
312,Hackney Carriage Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Fiat Scudo Panor MPV,C654KEB,B/W,Station Taxis
313,Hackney Carriage Vehicle,Licence Issued,24/09/15 0:00,23/09/16 0:00,Peugeot Premier,SF64DXZ,BLACK/WHITE,Streamline/Telecabs
314,Hackney Carriage Vehicle,Licence Issued,24/08/15 0:00,23/08/16 0:00,Peugeot E7,SF59JWA,BLACK& WHITE,City Cabs
315,Hackney Carriage Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Fiat TW 200,SF06HCG,B & W,Streamline/Telecabs
316,Hackney Carriage Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Peugeot Premier,SF11MVH,B&W,Streamline/Telecabs
317,Hackney Carriage Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Peugeot E7,SF61GUH,B/W,Streamline/Telecabs
318,Hackney Carriage Vehicle,Licence Issued,5/09/15 0:00,4/09/16 0:00,Peugeot Euro 7,SF14EWV,Balck/White,City Cabs
319,Hackney Carriage Vehicle,Licence Issued,7/09/15 0:00,6/09/16 0:00,Peugeot Premier,SF62AFX,BLACK/WHITE,Streamline/Telecabs
32,Hackney Carriage Vehicle,Licence Issued,3/09/15 0:00,2/09/16 0:00,Vauxhall Vectra,EF57FBY,BLACK&WHITE,Streamline/Telecabs
320,Hackney Carriage Vehicle,Licence Issued,22/05/15 0:00,21/05/16 0:00,LTI TXIV,MJ10MDE,B & W,Streamline/Telecabs
321,Hackney Carriage Vehicle,Licence Issued,16/03/15 0:00,15/03/16 0:00,Peugeot Partner Combi,SF11BBO,B/W,City Cabs
323,Hackney Carriage Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Fiat Doblo,NK57FZF,B/W,Streamline/Telecabs
324,Hackney Carriage Vehicle,Licence Issued,30/05/15 0:00,29/05/16 0:00,Peugeot Partner Combi,SF11NHH,B&W,City Cabs
325,Hackney Carriage Vehicle,Licence Issued,23/04/15 0:00,22/04/16 0:00,Peugeot Premier,R2AMX,B&W,Streamline/Telecabs
326,Hackney Carriage Vehicle,Licence Issued,25/02/15 0:00,24/02/16 0:00,Peugeot Partner Combi,SF11BFP,B&W,Streamline/Telecabs
327,Hackney Carriage Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Peugeot E7,SF61GVK,Black/White,City Cabs
328,Hackney Carriage Vehicle,Licence Issued,12/12/14 0:00,11/12/15 0:00,Peugeot Premier,SF64GDY,B/w,Independent City Taxis
329,Hackney Carriage Vehicle,Licence Suspended,1/01/15 0:00,31/12/15 0:00,Peugeot E7,SF59LHC,B&W,Streamline/Telecabs
33,Hackney Carriage Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Honda Accord,YA55HLN,B & W,Eurocabs
330,Hackney Carriage Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Fiat Doblo,M17BBE,B & W,Station Taxis
331,Hackney Carriage Vehicle,Licence Issued,20/03/15 0:00,19/03/16 0:00,Peugeot E7,T14XYS,B/W,Station Taxis
332,Hackney Carriage Vehicle,Licence Issued,6/03/15 0:00,5/02/16 0:00,Peugeot Premier,SF13ADV,WHITE,City Cabs
333,Hackney Carriage Vehicle,Licence Issued,15/05/15 0:00,14/05/16 0:00,Peugeot Premier,SF13GRU,B/W,Station Taxis
334,Hackney Carriage Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Peugeot Euro 7,SJ56LTU,black/white,Eurocabs
335,Hackney Carriage Vehicle,Licence Issued,5/07/15 0:00,4/07/16 0:00,Peugeot Premier,SF13LWP,Black/White,Streamline/Telecabs
336,Hackney Carriage Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Peugeot E7,SF59AMK,B & W,Streamline/Telecabs
337,Hackney Carriage Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Fiat Doblo,NJ08AOO,B/W,Eurocabs
338,Hackney Carriage Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Fiat Doblo,NK58EKH,Black/White,Streamline/Telecabs
339,Hackney Carriage Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Peugeot Euro 7,SB56FZF,BLACK & WHITE,Streamline/Telecabs
34,Hackney Carriage Vehicle,Licence Issued,5/08/15 0:00,4/08/16 0:00,Skoda Superb,YG62YSK,B/W,Streamline/Telecabs
340,Hackney Carriage Vehicle,Licence Issued,7/05/15 0:00,6/05/16 0:00,Peugeot Partner Combi,SF11MVO,B/W,City Cabs
341,Hackney Carriage Vehicle,Licence Issued,1/10/15 0:00,30/09/16 0:00,Peugeot E7,SJ57LHR,B & W,Streamline/Telecabs
342,Hackney Carriage Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Fiat Doblo,NJ08ASV,B & W,Eurocabs
343,Hackney Carriage Vehicle,Licence Issued,5/06/15 0:00,30/06/16 0:00,Peugeot Premier,SF11KRX,B/W,City Cabs
344,Hackney Carriage Vehicle,Licence Issued,1/06/15 0:00,31/05/16 0:00,Peugeot E7,SD07NCX,Black/White,Streamline/Telecabs
345,Hackney Carriage Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Peugeot Premier,SF60HLJ,B & W,Station Taxis
346,Hackney Carriage Vehicle,Licence Issued,31/10/15 0:00,30/10/16 0:00,Peugeot Premier,SF62GWZ,B&W,Independent City Taxis
347,Hackney Carriage Vehicle,Licence Issued,29/6/0215 00:00:00,28/06/16 0:00,Peugeot Premier,SF12LJY,B/ W,Streamline/Telecabs
349,Hackney Carriage Vehicle,Licence Issued,22/06/15 0:00,21/06/16 0:00,Peugeot Premier,SF12LNH,BLACK/WHITE,Streamline/Telecabs
35,Hackney Carriage Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Skoda Octavia,YD08SXO,BLACK/WHITE,Streamline/Telecabs
350,Hackney Carriage Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Peugeot Premier,SF11NBD,Black/White,Eurocabs
351,Hackney Carriage Vehicle,Licence Issued,4/06/15 0:00,3/06/16 0:00,Peugeot Partner Combi,SF11GCY,b&w,Independent City Taxis
352,Hackney Carriage Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Fiat Doblo,NK09DHN,B & W,City Cabs
353,Hackney Carriage Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Peugeot E7,SJ08PUA,B& W,Station Taxis
354,Hackney Carriage Vehicle,Licence Issued,1/05/15 0:00,30/04/16 0:00,Fiat Doblo,NK08BZX,b/w,Streamline/Telecabs
355,Hackney Carriage Vehicle,Licence Issued,1/10/15 0:00,30/09/16 0:00,LTI TXIV,LM57TTU,B/W,City Cabs
356,Hackney Carriage Vehicle,Licence Issued,2/08/15 0:00,1/08/16 0:00,Peugeot Partner Combi,SF11BMZ,B/W,Eurocabs
357,Hackney Carriage Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Peugeot E7,SJ08PTY,BLACK/WHITE,City Cabs
358,Hackney Carriage Vehicle,Licence Issued,1/01/15 0:00,31/12/15 0:00,Peugeot E7,SD57LDZ,Black/White,City Cabs
359,Hackney Carriage Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,LTI TXIV,LT57SRZ,B & W,Eurocabs
36,Hackney Carriage Vehicle,Licence Issued,21/03/15 0:00,20/03/16 0:00,Volkswagen Jetta,SV58OCM,B/W,City Cabs
360,Hackney Carriage Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Fiat Doblo,NJ08AOP,B& W,Independent Hackney Carriage
361,Hackney Carriage Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Fiat Scudo Panor MPV,SF56CNY,B/W,Streamline/Telecabs
362,Hackney Carriage Vehicle,Licence Issued,19/04/15 0:00,18/04/16 0:00,Peugeot Partner Combi,SF60AUV,WHITE,City Cabs
363,Hackney Carriage Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Peugeot E7,SA57PKZ,B/W,Streamline/Telecabs
364,Hackney Carriage Vehicle,Licence Issued,16/10/15 0:00,15/10/16 0:00,Peugeot Premier,SF15CZX,B/W,Independent City Taxis
365,Hackney Carriage Vehicle,Licence Issued,12/11/15 0:00,11/11/16 0:00,Peugeot Bipper Tepee,SF60BVB,WHITE,City Cabs
366,Hackney Carriage Vehicle,Licence Issued,29/06/15 0:00,28/06/16 0:00,LTI TXIV,MT09LNM,Black/White,City Cabs
367,Hackney Carriage Vehicle,Licence Issued,14/03/15 0:00,13/03/16 0:00,Peugeot E7,SF12AJO,Black/White,City Cabs
368,Hackney Carriage Vehicle,Licence Issued,1/08/15 0:00,31/07/16 0:00,Fiat Doblo,NK08KTN,B/W,Streamline/Telecabs
369,Hackney Carriage Vehicle,Licence Issued,11/07/15 0:00,10/07/16 0:00,Peugeot Premier,SF14CMX,B/W,City Cabs
37,Hackney Carriage Vehicle,Licence Issued,21/04/15 0:00,20/04/16 0:00,Skoda Octavia,OY57AOK,Black & White,Independent Hackney Carriage
370,Hackney Carriage Vehicle,Licence Issued,13/11/14 0:00,12/11/15 0:00,Peugeot Partner Combi,SF60KWB,BLACK/WHITE,Eurocabs
371,Hackney Carriage Vehicle,Licence Issued,7/02/15 0:00,6/02/16 0:00,Peugeot G9 E7 Euro,SF11GCK,B/W,City Cabs
372,Hackney Carriage Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Fiat Doblo,NK08HCZ,Black/White,Eurocabs
373,Hackney Carriage Vehicle,Licence Issued,3/04/15 0:00,2/04/16 0:00,Peugeot Partner Combi,SF13FUO,B&W,Eurocabs
374,Hackney Carriage Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Peugeot E7,SJ07LZG,B/W,Streamline/Telecabs
375,Hackney Carriage Vehicle,Licence Issued,24/10/15 0:00,23/10/16 0:00,Peugeot Premier,S12BPD,BLACK/WHITE,Streamline/Telecabs
376,Hackney Carriage Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Fiat Doblo,NK57FZA,Black/White,Eurocabs
377,Hackney Carriage Vehicle,Licence Issued,9/03/15 0:00,8/03/16 0:00,Peugeot Premier,SF12AEN,B/W,Streamline/Telecabs
378,Hackney Carriage Vehicle,Licence Issued,26/11/15 0:00,25/11/16 0:00,Peugeot Premier,SJ62EBG,B/W,City Cabs
379,Hackney Carriage Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Peugeot E7,SJ58LLP,B/W,Streamline/Telecabs
38,Hackney Carriage Vehicle,Licence Issued,1/09/15 0:00,31/08/16 0:00,Skoda Octavia,YG06WJE,B & W,Independent Hackney Carriage
380,Hackney Carriage Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Peugeot Premier,SF11BDE,BLACK/WHITE,Streamline/Telecabs
381,Hackney Carriage Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Peugeot Premier,CEZ786,B/W,Eurocabs
382,Hackney Carriage Vehicle,Licence Issued,1/04/15 0:00,31/03/16 0:00,Fiat Scudo Panor MPV,DO55SAJ,B/W,Independent City Taxis
383,Hackney Carriage Vehicle,Licence Issued,31/07/15 0:00,30/07/16 0:00,Peugeot Partner Combi,SF61KUC,B/W,Streamline/Telecabs
384,Hackney Carriage Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Peugeot Premier,SF60HGY,B & W,Streamline/Telecabs
385,Hackney Carriage Vehicle,Licence Issued,14/08/15 0:00,31/08/16 0:00,LTI TXIV,MK58WHJ,B/W,Eurocabs
386,Hackney Carriage Vehicle,Licence Issued,26/05/15 0:00,25/05/16 0:00,Peugeot E7,SB08NPV,B/W,Streamline/Telecabs
387,Hackney Carriage Vehicle,Licence Issued,1/12/15 0:00,30/11/16 0:00,Fiat Eurocab,DU55TEO,B/W,City Cabs
388,Hackney Carriage Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Peugeot Partner Combi,SF11GNY,B/W,City Cabs
389,Hackney Carriage Vehicle,Licence Issued,21/04/15 0:00,20/04/16 0:00,Peugeot Premier,SF11GOJ,B & W,Streamline/Telecabs
39,Hackney Carriage Vehicle,Licence Issued,1/03/15 0:00,29/02/16 0:00,Toyota Avensis,FP55YWJ,B/W,City Cabs
390,Hackney Carriage Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,LTI TXIV,MA58KHR,B & W,City Cabs
391,Hackney Carriage Vehicle,Licence Issued,19/02/15 0:00,18/02/16 0:00,Peugeot Partner Combi,SF11BMO,BLACK/WHITE,Streamline/Telecabs
392,Hackney Carriage Vehicle,Licence Issued,1/10/15 0:00,30/09/16 0:00,Fiat Doblo,NK58DXH,B & W,Station Taxis
393,Hackney Carriage Vehicle,Licence Issued,24/06/15 0:00,23/05/16 0:00,Peugeot Premier,SF12GJO,Black And White,Streamline/Telecabs
394,Hackney Carriage Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Peugeot Premier,SF60JLU,B/W,Eurocabs
395,Hackney Carriage Vehicle,Licence Issued,1/06/15 0:00,31/05/16 0:00,Peugeot Premier,SF11JZW,B/W,City Cabs
396,Hackney Carriage Vehicle,Licence Issued,1/07/15 0:00,30/06/16 0:00,Fiat TW 200,SF07DJX,B & W,Streamline/Telecabs
397,Hackney Carriage Vehicle,Licence Issued,31/07/15 0:00,30/06/16 0:00,Peugeot E7,YA55XXX,B/W,Streamline/Telecabs
398,Hackney Carriage Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Peugeot Premier,SF60HFJ,B/W,City Cabs
399,Hackney Carriage Vehicle,Licence Issued,22/08/15 0:00,21/08/16 0:00,Peugeot Partner Combi,SF11AXT,B/W,Station Taxis
4,Hackney Carriage Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Vauxhall Vectra,NG57TFA,WHITE,Independent Hackney Carriage
40,Hackney Carriage Vehicle,Licence Issued,1/02/15 0:00,31/01/16 0:00,Skoda Octavia,FX57CYL,B&W,City Cabs
400,Hackney Carriage Vehicle,Licence Issued,21/06/15 0:00,20/06/16 0:00,Peugeot Premier,W400CAB,B&W,Station Taxis
401,Hackney Carriage Vehicle,Licence Issued,21/05/15 0:00,20/05/16 0:00,Peugeot Partner Combi,SF11MXS,B&W,Streamline/Telecabs
402,Hackney Carriage Vehicle,Licence Issued,1/12/14 0:00,30/11/15 0:00,Fiat Doblo,NK58GHD,B/W,Streamline - Telecars (PH Operation)
403,Hackney Carriage Vehicle,Licence Issued,15/05/15 0:00,14/05/16 0:00,Peugeot Premier,S29SUR,B&W,Streamline/Telecabs
404,Hackney Carriage Vehicle,Licence Issued,17/07/15 0:00,16/07/16 0:00,Fiat Doblo,P14GAF,Bá&W,Streamline - Telecars (PH Operation)
405,Hackney Carriage Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Peugeot E7,T55ABG,BLACK/WHITE,Eurocabs
406,Hackney Carriage Vehicle,Licence Issued,7/09/15 0:00,6/09/16 0:00,Peugeot Premier,SU11TNN,BLACK/WHITE,Independent City Taxis
407,Hackney Carriage Vehicle,Licence Issued,1/11/15 0:00,31/10/16 0:00,Peugeot Premier,SF62GUG,B/W,Streamline/Telecabs
